signal_id,signal_date,ticker_symbol,signal_type,hold_subtype,show_segment_heuristic,section_raw,confidence_score,vix_at_signal,gics_sector
d6e212b1-d69d-4d2c-aff5-39e08c5b3ef3,2018-01-09,D,start_long,,Lightning Round,Lightning Round,0.85,10.08,Utilities
b7e1cdde-496a-44ba-80c5-dfb2ecb0c3f7,2018-01-09,EMR,start_long,,Monologue/Top of Show,,0.8,10.08,Industrials
2c72e11b-9625-4bba-b216-a7086a8d8a17,2018-01-09,EW,start_long,,Lightning Round,Lightning Round,0.9,10.08,Healthcare
3b94c5d0-7f84-4480-b4ae-09f1bae9df5c,2018-01-09,GOOS,hold_long,hold_recommendation,Late Show/Closing,,0.95,10.08,Consumer Cyclical
f6ea631c-2751-401a-b66c-b99e833eef8b,2018-01-09,HLI,start_long,,Lightning Round,Lightning Round,0.8,10.08,Financial Services
20b32270-9d55-4794-b67f-2999ccb3c512,2018-01-09,HON,start_long,,Monologue/Top of Show,,0.8,10.08,Industrials
b7c8d433-47a4-4e1c-b3d5-6cf6d3238c55,2018-01-09,M2RV34,start_long,,Lightning Round,Lightning Round,0.95,10.08,Technology
d77f1245-f060-4d04-b748-e79f796d1b6e,2018-01-09,ODFL,hold_long,hold_recommendation,Monologue/Top of Show,,0.85,10.08,Industrials
4de6c2af-f2b0-4778-aa3b-dba4be76e7d9,2018-01-09,PH,start_long,,Monologue/Top of Show,,0.8,10.08,Industrials
4f314e21-fda1-4b86-8bdc-aa213e1b8a6b,2018-01-09,PLCE,start_long,,Monologue/Top of Show,,0.9,10.08,Consumer Cyclical
2cf6143b-4d8d-4283-b8aa-8bc4a8f71ca3,2018-01-09,SHAK,hold_long,hold_recommendation,Monologue/Top of Show,,0.9,10.08,Consumer Cyclical
0a84536a-30ba-4b20-903e-f72709006858,2018-01-09,THO,hold_long,hold_recommendation,Mid-Show/Interview,,0.9,10.08,Consumer Cyclical
a1cc4a9d-69be-4799-95bd-7a07a7fde2c9,2018-01-09,UTX,start_long,,Monologue/Top of Show,,0.8,10.08,Industrials
cf09bd7e-bc72-48e4-97ca-c1c5c65d8ce6,2018-01-10,ATVI,hold_long,cramer_owns,Off the Charts,Off the Charts,0.9,9.82,Communication Services
1145290d-9bcc-44a0-a0a2-69f8649b5d4e,2018-01-10,DLR,start_long,,Monologue/Top of Show,,0.95,9.82,Real Estate
85b2095b-6f00-4f1a-aae3-06ceabd69501,2018-01-10,EA,start_long,,Off the Charts,Off the Charts,0.8,9.82,Communication Services
559eb51c-9c5c-46a0-af8a-66a53e78f85d,2018-01-10,IRTC,start_long,,Lightning Round,Lightning Round,0.7,9.82,Healthcare
5c21a772-cd89-44a9-ac48-d873b97c0465,2018-01-10,LUV,start_long,,Lightning Round,Lightning Round,0.75,9.82,Industrials
0fc7eb6f-1d2c-4b8a-80e9-8d6aaf90d781,2018-01-10,SIRI,start_long,,Mid-Show/Interview,,0.95,9.82,Communication Services
52f50528-eb0a-4b98-b71a-35bde200a4fb,2018-01-10,TTWO,start_long,,Off the Charts,Off the Charts,0.85,9.82,Communication Services
3c352bda-90ce-4257-85b5-3514e5dc0a28,2018-01-10,XPO,start_long,,Mid-Show/Interview,,0.85,9.82,Industrials
fa91aed1-a059-421d-9cc4-7db82c5408d3,2018-01-11,AAL,start_long,,Monologue/Top of Show,,0.85,9.88,Industrials
64579349-f0cb-48e7-9a8d-5d534d059dae,2018-01-11,CHGG,hold_long,hold_recommendation,Lightning Round,Lightning Round,0.85,9.88,Consumer Defensive
649ad3b7-7e12-48f6-b5eb-d53207d91bb5,2018-01-11,CVX,hold_long,hold_recommendation,Monologue/Top of Show,,0.8,9.88,Energy
6742f552-75cf-49b1-b6b9-b34e9047394d,2018-01-11,DAL,start_long,,Monologue/Top of Show,,0.85,9.88,Industrials
86475c7f-7c21-41b4-8c6c-ead13c280b5c,2018-01-11,FND,start_long,,Lightning Round,Lightning Round,0.95,9.88,Consumer Cyclical
96d053a3-9005-470e-b876-c589b2030aaa,2018-01-11,FSLR,start_long,,Lightning Round,Lightning Round,0.9,9.88,Technology
6cae0652-9e5a-4ee0-ae57-424009caa058,2018-01-11,JPM,start_long,,Monologue/Top of Show,,0.9,9.88,Financial Services
ddb972a1-a394-486d-8aeb-3ba35d13e2da,2018-01-11,KBH,hold_long,hold_recommendation,Monologue/Top of Show,,0.8,9.88,Consumer Cyclical
49ff77d7-1ff9-47ac-abac-428a7d853c2c,2018-01-11,REGN,start_long,,Lightning Round,Lightning Round,0.95,9.88,Healthcare
c01905fe-e0f0-4edc-93e1-3cc0b86bfd51,2018-01-11,SLB,start_long,,Monologue/Top of Show,,0.75,9.88,Energy
c3f4b3e9-8d88-43d5-b740-e893bc2d4256,2018-01-11,SLB,hold_long,hold_recommendation,Lightning Round,Lightning Round,0.9,9.88,Energy
6503b5ad-ef0f-4f1b-b677-55bc1b2d4383,2018-01-11,UAL,start_long,,Monologue/Top of Show,,0.85,9.88,Industrials
381acfd6-fdd5-4414-973c-720ef0594b59,2018-01-11,WBD,hold_long,hold_recommendation,Monologue/Top of Show,,0.9,9.88,Communication Services
a40c1809-d1c8-4dbe-840c-7149018098da,2018-01-12,0QYK,hold_long,hold_recommendation,Mid-Show/Interview,,0.9,10.16,Consumer Cyclical
d31236f4-5c75-4b83-ba35-d74a017f3a73,2018-01-12,EL,start_long,,Lightning Round,Lightning Round,0.95,10.16,Consumer Defensive
13944fac-7ab0-4496-8126-ce9b23690323,2018-01-12,MA,start_long,,Lightning Round,Lightning Round,0.95,10.16,Financial Services
5f0f2c89-6be4-425a-987a-3c242618d79d,2018-01-12,META,start_long,,Monologue/Top of Show,,0.95,10.16,Communication Services
7cda1b79-b0b2-4a0d-abd5-8c04b40fc414,2018-01-12,MGM,start_long,,Mid-Show/Interview,,0.85,10.16,Consumer Cyclical
04e1ef5d-8c69-495d-8032-3e0a3a891b37,2018-01-12,MSI,start_long,,Mid-Show/Interview,,0.9,10.16,Technology
a850a2c8-11dc-44d2-a499-a6f1cb0ce6a9,2018-01-12,PM,hold_long,hold_recommendation,Mid-Show/Interview,,0.85,10.16,Consumer Defensive
2e544645-83a3-4887-b531-5cfdbd5ad151,2018-01-12,PPG,start_long,,Monologue/Top of Show,,0.9,10.16,Basic Materials
1cc3c6d7-7dd1-4f2e-bef5-1e33373212da,2018-01-12,SLB,hold_long,cramer_owns,Monologue/Top of Show,,0.95,10.16,Energy
1df68c8c-d968-4e22-aa7b-5a6b74cbcd76,2018-01-12,UNP,hold_long,hold_recommendation,Mid-Show/Interview,,0.9,10.16,Industrials
085dacdb-632d-44f5-a709-cc9071c98e62,2018-01-12,WM,start_long,,Lightning Round,Lightning Round,0.95,10.16,Industrials
67f8f050-c6d5-43c1-a720-287e1b3bdb6f,2018-01-16,0J4G,start_long,,Lightning Round,Lightning Round,0.8,11.66,Energy
b111c56c-efbf-4b17-86dc-e66984486757,2018-01-16,601888,start_long,,Lightning Round,Lightning Round,0.8,11.66,Consumer Cyclical
8deceaec-f9ba-4f96-ab17-5c5d4a668d18,2018-01-16,AMZN,hold_long,cramer_owns,Monologue/Top of Show,,0.85,11.66,Consumer Cyclical
160b560d-ee2f-4c41-beee-a6a3bcd34361,2018-01-16,BX,start_long,,Lightning Round,Lightning Round,0.85,11.66,Financial Services
50f57334-aee3-458b-b719-98da7b764990,2018-01-16,CG,start_long,,Lightning Round,Lightning Round,0.8,11.66,Financial Services
e74dbc2c-79e3-4a1b-bd9e-22914338b32d,2018-01-16,ILMN,start_long,,Mid-Show/Interview,,0.85,11.66,Healthcare
0478e2ba-dda7-424d-9876-1e64dd7c7636,2018-01-16,ISRG,start_long,,Mid-Show/Interview,,0.85,11.66,Healthcare
321e0a89-0d49-4ba2-8d91-e21e70db7949,2018-01-16,MU,start_long,,Lightning Round,Lightning Round,0.8,11.66,Technology
c0baf462-e56b-41b2-9e59-a62bd62f46da,2018-01-16,VTR,start_long,,Monologue/Top of Show,,0.9,11.66,Real Estate
18f863d3-6a3b-4bfc-a628-ab3a0337747a,2018-01-17,AAP,start_long,,Mid-Show/Interview,,0.9,11.91,Consumer Cyclical
e5249d70-b854-4d86-9c94-dfba4c3fafa7,2018-01-17,AAPL,start_long,,Monologue/Top of Show,,0.95,11.91,Technology
1fdbe8e6-a2ad-4677-95c8-9bab74f50d2b,2018-01-17,ATVI,start_long,,Mid-Show/Interview,,0.95,11.91,Communication Services
144e9173-b57a-4921-934a-52985f74fd8d,2018-01-17,C,start_long,,Mid-Show/Interview,,0.9,11.91,Financial Services
7276a618-38a1-4793-ae91-89f1be616de5,2018-01-17,CBRE,start_long,,Mid-Show/Interview,,0.95,11.91,Real Estate
8af382c2-8787-4974-9eed-60d36789a9f7,2018-01-17,CME,start_long,,Mid-Show/Interview,,0.95,11.91,Financial Services
a4255940-5d0f-4e72-b81e-71df6c9bf5f1,2018-01-17,CSCO,start_long,,Mid-Show/Interview,,0.85,11.91,Technology
bd432552-7da6-4e95-bfd4-8455cfdef853,2018-01-17,DIS,start_long,,Lightning Round,Lightning Round,0.95,11.91,Communication Services
f1c59b77-0b44-4cdb-aba1-e1ec0c9da702,2018-01-17,DRI,start_long,,Mid-Show/Interview,,0.9,11.91,Consumer Cyclical
6eded1f2-f379-400f-afcd-806b2e905b8c,2018-01-17,GS,start_long,,Mid-Show/Interview,,0.95,11.91,Financial Services
96bcc1e1-935c-4343-8750-3736de31c763,2018-01-17,HD,hold_long,hold_recommendation,Mid-Show/Interview,,0.85,11.91,Consumer Cyclical
527dde10-e97f-4801-9317-166cf7c0c762,2018-01-17,INTC,hold_long,hold_recommendation,Lightning Round,Lightning Round,0.9,11.91,Technology
be2b4be2-f366-47d3-8cf3-0aed554d8898,2018-01-17,JPM,start_long,,Mid-Show/Interview,,0.95,11.91,Financial Services
1ec8054e-c9b4-4702-aa34-6d1d79d3e97d,2018-01-17,LOW,hold_long,hold_recommendation,Mid-Show/Interview,,0.85,11.91,Consumer Cyclical
7e43c9b7-2b52-4303-9b6e-61786297450f,2018-01-17,M,start_long,,Mid-Show/Interview,,0.8,11.91,Consumer Cyclical
06b65dbc-ca02-4dab-816d-5e9fcc080fca,2018-01-17,PYPL,hold_long,hold_recommendation,Mid-Show/Interview,,0.9,11.91,Financial Services
0ba9320b-c063-4aca-a86f-ca6c6e41570e,2018-01-17,T,start_long,,Monologue/Top of Show,,0.95,11.91,Communication Services
076e7389-0f4b-4752-99d9-3d14c5e51a69,2018-01-17,TELL,start_long,,Late Show/Closing,,0.85,11.91,Energy
b8dfbc5d-c4fb-4ae1-9d0e-53cefc7e51c3,2018-01-17,WMT,start_long,,Mid-Show/Interview,,0.85,11.91,Consumer Defensive
871e5a69-f677-4f56-89e2-796abc497c71,2018-01-18,BIDU,start_long,,Lightning Round,Lightning Round,0.95,12.22,Communication Services
a28614da-861c-4379-92cf-582944c23fea,2018-01-18,CADE-PA,start_long,,Late Show/Closing,,0.95,12.22,Financial Services
d558d3c3-0d65-4170-a1dc-9b1a32df382a,2018-01-18,GS,start_long,,Monologue/Top of Show,,0.95,12.22,Financial Services
5c270afe-bae1-4a3d-9ea9-b378311304ef,2018-01-18,HRL,start_long,,Lightning Round,Lightning Round,0.85,12.22,Consumer Defensive
c294cc42-0afe-4dba-8d8b-04585aee1388,2018-01-18,IBM,start_long,,Late Show/Closing,,0.9,12.22,Technology
125ab89e-b478-4750-8b9c-f1ffd884758b,2018-01-18,PANW,start_long,,Lightning Round,Lightning Round,0.95,12.22,Technology
4b49746b-dcab-4d1e-b200-d846df203123,2018-01-18,PPG,start_long,,Late Show/Closing,,0.9,12.22,Basic Materials
2ca5c11a-9837-4b24-aaef-3374cfd00bbc,2018-01-19,AAPL,start_long,,Mid-Show/Interview,,0.8,11.27,Technology
82668bed-ebc3-4462-b1a1-f412178acbbc,2018-01-19,AMZN,start_long,,Monologue/Top of Show,,0.9,11.27,Consumer Cyclical
4989b4da-35ff-41e5-a266-b4f41a2ab49e,2018-01-19,CAT,start_long,,Monologue/Top of Show,,0.85,11.27,Industrials
6a2f01d6-31d6-41b8-a6a1-3fede2041138,2018-01-19,COST,start_long,,Mid-Show/Interview,,0.8,11.27,Consumer Defensive
42a4288a-7afc-4451-b07a-c0c784227531,2018-01-19,CSCO,start_long,,Lightning Round,Lightning Round,0.9,11.27,Technology
b4d3164e-4494-4ae9-a452-da1057a5d399,2018-01-19,GM,hold_long,hold_recommendation,Mid-Show/Interview,,0.85,11.27,Consumer Cyclical
348d62b1-b863-495d-a6fe-8cce94874052,2018-01-19,GS,start_long,,Mid-Show/Interview,,0.95,11.27,Financial Services
8ba3fc58-af27-4890-8f99-4ec089469c2b,2018-01-19,HD,start_long,,Monologue/Top of Show,,0.85,11.27,Consumer Cyclical
822868ce-514b-49ea-a901-8b276cecbef8,2018-01-19,HON,hold_long,cramer_owns,Monologue/Top of Show,,0.95,11.27,Industrials
3f653187-c628-4ab6-a425-95f4723fa996,2018-01-19,INTC,start_long,,Monologue/Top of Show,,0.9,11.27,Technology
58d6719b-3663-47e8-a7c1-d029db73687a,2018-01-19,JNJ,start_long,,Monologue/Top of Show,,0.8,11.27,Healthcare
584f655c-3239-450c-b01e-536c89583cd0,2018-01-19,MDLZ,start_long,,Lightning Round,Lightning Round,0.85,11.27,Consumer Defensive
b551a268-9cc6-468b-ad64-88d13a0a8c1a,2018-01-19,MUFG,start_long,,Lightning Round,Lightning Round,0.85,11.27,Financial Services
a3b7114a-46d3-4270-b20c-94e49ca47767,2018-01-19,NFLX,start_long,,Monologue/Top of Show,,0.85,11.27,Communication Services
e9141a55-695d-4a42-bdc4-461b2fec0526,2018-01-19,SAN,start_long,,Mid-Show/Interview,,0.95,11.27,Financial Services
b410d9a6-7bc0-44ca-8b43-0bcb850b44d8,2018-01-19,SIRI,start_long,,Homework,Homework,0.8,11.27,Communication Services
11727ab7-4d7d-46d4-a356-4186b4cceb1a,2018-01-19,SIRI,start_long,,Mid-Show/Interview,,0.85,11.27,Communication Services
69965ffd-95ea-4200-ac04-2562517ccc5b,2018-01-19,SWK,start_long,,Monologue/Top of Show,,0.75,11.27,Industrials
30ff036b-56b2-4b2d-81e5-4f004deeb82a,2018-01-19,TRV,start_long,,Monologue/Top of Show,,0.8,11.27,Financial Services
cbfc1b21-b5dc-4230-a395-6dd8a455ef59,2018-01-19,UTX,start_long,,Monologue/Top of Show,,0.75,11.27,Industrials
1beb5ce2-d6fc-4c40-9cad-01309ed691af,2018-01-19,WMT,start_long,,Monologue/Top of Show,,0.85,11.27,Consumer Defensive
2de938f7-ccb9-4731-b59d-763450e92164,2018-01-19,WWE,hold_long,hold_recommendation,Mid-Show/Interview,,0.8,11.27,Communication Services
197f961c-b486-4d4f-85cf-f7dad8ebb9da,2018-01-22,0QYK,start_long,,Monologue/Top of Show,,1.0,11.03,Consumer Cyclical
438b0ae7-bb9a-4ce7-9e8f-decd5846fd7b,2018-01-22,AAPL,hold_long,hold_recommendation,Mid-Show/Interview,,0.95,11.03,Technology
387c6da4-6e75-4e8f-85de-0664cb6f6330,2018-01-22,ACN,start_long,,Mid-Show/Interview,,0.9,11.03,Technology
1ed59cad-af95-44c0-bf9e-5bba8b4ec7ff,2018-01-22,AEP,start_long,,Lightning Round,Lightning Round,0.85,11.03,Utilities
117af447-717e-4cd1-ac85-8f7d880cf7d9,2018-01-22,ATVI,start_long,,Monologue/Top of Show,,0.95,11.03,Communication Services
ff604779-93fc-441b-9c70-5e9b90546199,2018-01-22,BBY,start_long,,Mid-Show/Interview,,0.85,11.03,Consumer Cyclical
843607d9-91ce-4e33-962b-1255d12b5e49,2018-01-22,D,start_long,,Lightning Round,Lightning Round,0.85,11.03,Utilities
12f09856-317c-4c22-b8f6-f48a3334ba20,2018-01-22,GS,start_long,,Monologue/Top of Show,,0.9,11.03,Financial Services
78cf5c70-bb91-4b03-b229-21150c26fcc7,2018-01-22,MHK,start_long,,Late Show/Closing,,1.0,11.03,Consumer Cyclical
4359ef93-dc26-4f8b-bdbb-17213b4ff2b6,2018-01-22,SLB,start_long,,Monologue/Top of Show,,1.0,11.03,Energy
f8c75962-3838-4d07-9ebe-a41639d39fb7,2018-01-22,UNH,start_long,,Mid-Show/Interview,,1.0,11.03,Healthcare
ac1dbb24-29ad-44d3-afa4-c22656b7b1e9,2018-01-23,ADM,hold_long,hold_recommendation,Mid-Show/Interview,,0.95,11.1,Consumer Defensive
2445f778-f8db-4199-a08c-cd6bf2909201,2018-01-23,BBBY,hold_long,hold_recommendation,Mid-Show/Interview,,0.85,11.1,Consumer Cyclical
94b749b6-12c1-43fc-9105-5a829506bb01,2018-01-23,BIDU,hold_long,hold_recommendation,Lightning Round,Lightning Round,0.8,11.1,Communication Services
959f5867-e091-4ee7-b08f-25ef77fb1ab1,2018-01-23,CAT,start_long,,Monologue/Top of Show,,0.8,11.1,Industrials
7ed4689a-8edb-4679-90cd-522e1338c26f,2018-01-23,CHRW,start_long,,Lightning Round,Lightning Round,0.85,11.1,Industrials
cd521de2-41fe-49d5-b0fd-467716b165b9,2018-01-23,COHR,start_long,,Lightning Round,Lightning Round,0.75,11.1,Technology
502ecce1-b66b-4fae-af63-60e617eebc8d,2018-01-23,HPQ,start_long,,Lightning Round,Lightning Round,0.95,11.1,Technology
f035cefc-5ec4-4a86-acf5-1489d23b6e33,2018-01-23,IBM,start_long,,Monologue/Top of Show,,0.85,11.1,Technology
5c761338-26a2-4b63-b95a-73a03ea42023,2018-01-23,JNJ,start_long,,Monologue/Top of Show,,0.95,11.1,Healthcare
1751f450-927a-41a5-920f-9c4d7db1f4b1,2018-01-23,META,start_long,,Monologue/Top of Show,,0.95,11.1,Communication Services
2891cb45-4a26-4db1-98f0-cdd4eda86816,2018-01-23,MNST,hold_long,hold_recommendation,Mid-Show/Interview,,0.95,11.1,Consumer Defensive
c4623e44-132c-4985-a5b6-47a86a1e4118,2018-01-23,NFLX,start_long,,Mid-Show/Interview,,0.95,11.1,Communication Services
5d1ef2e0-4f30-41b4-91fc-989131c19206,2018-01-23,PG,start_long,,Monologue/Top of Show,,0.9,11.1,Consumer Defensive
